"","Scientific.Name","x","y"
"9010","Phascolarctos cinereus",438362.041813173,5738134.74411911
"9011","Phascolarctos cinereus",243561.727000884,5847735.45064198
"9012","Phascolarctos cinereus",356862.087369501,5810534.95230372
"9013","Phascolarctos cinereus",19083.6282497935,5785106.66451267
"9014","Phascolarctos cinereus",17034.5115316047,5756232.21143994
"9015","Phascolarctos cinereus",437862.648770153,5788435.04803766
"9016","Phascolarctos cinereus",-10261.2744587995,5776222.62634362
"9017","Phascolarctos cinereus",391361.884233631,5796835.31853765
"9018","Phascolarctos cinereus",526203.857655099,5766071.09694638
"9019","Phascolarctos cinereus",401585.036641816,5915954.11111139
"9020","Phascolarctos cinereus",342909.985500695,5755186.66033871
"9021","Phascolarctos cinereus",162644.409014147,5920548.43788882
"9022","Phascolarctos cinereus",27596.6261590592,5745262.79740182
"9023","Phascolarctos cinereus",241134.675838476,5868013.37768019
"9024","Phascolarctos cinereus",170414.349990493,5870595.12455648
"9025","Phascolarctos cinereus",204535.992655255,5701033.05774306
"9026","Phascolarctos cinereus",155943.296034974,5727834.03966777
"9027","Phascolarctos cinereus",201827.635356139,5701055.13672589
"9028","Phascolarctos cinereus",252562.339887881,5863235.1202424
"9029","Phascolarctos cinereus",19670.7478249259,5781162.12055506
"9030","Phascolarctos cinereus",334161.787635614,5900734.79237565
"9031","Phascolarctos cinereus",380462.485215363,5967434.94051513
"9032","Phascolarctos cinereus",151456.383314028,5718210.5733869
"9033","Phascolarctos cinereus",405361.95897124,5942735.49337058
"9034","Phascolarctos cinereus",119912.214179557,5752576.77300144
"9035","Phascolarctos cinereus",338555.548163009,5775119.9601651
"9036","Phascolarctos cinereus",261578.219430139,5869009.10585844
"9037","Phascolarctos cinereus",279315.087670402,5829462.47776327
"9038","Phascolarctos cinereus",9394.34368821915,5770208.82153688
"9039","Phascolarctos cinereus",288509.301429696,5862626.08259095
"9040","Phascolarctos cinereus",445049.959304811,5784368.91310512
"9041","Phascolarctos cinereus",22035.9704966081,5780088.50710255
"9042","Phascolarctos cinereus",16454.2914388193,5792151.95797225
"9043","Phascolarctos cinereus",334043.967182293,5861800.53614829
"9044","Phascolarctos cinereus",480662.328933042,5733534.60080936
"9046","Phascolarctos cinereus",349654.064079607,6030577.90818081
"9047","Phascolarctos cinereus",427262.331912048,5976935.27885757
"9048","Phascolarctos cinereus",402355.340990168,5927589.51410637
"9049","Phascolarctos cinereus",564663.816547822,5802681.66254396
"9050","Phascolarctos cinereus",342062.199466397,5814335.35955701
"9051","Phascolarctos cinereus",341661.825449678,5913235.6893518
"9052","Phascolarctos cinereus",104164.353983506,5871103.03026164
"9053","Phascolarctos cinereus",199045.754023838,5700672.1824935
"9054","Phascolarctos cinereus",263562.149732619,5856535.47935291
"9055","Phascolarctos cinereus",423561.781998068,5752935.54110829
"9056","Phascolarctos cinereus",254714.229205505,5862157.84541983
"9057","Phascolarctos cinereus",274962.249385044,5795335.46675546
"9058","Phascolarctos cinereus",15774.7034502387,5791142.01111094
"9059","Phascolarctos cinereus",373361.777835631,5828235.67077314
"9060","Phascolarctos cinereus",443836.351242501,5787911.36681338
"9061","Phascolarctos cinereus",222990.4848549,5716178.93828427
"9062","Phascolarctos cinereus",456283.851434248,5746007.75072907
"9063","Phascolarctos cinereus",249662.312107903,5853135.26613169
"9064","Phascolarctos cinereus",337362.049769047,5899435.06154893
"9065","Phascolarctos cinereus",341761.926042293,5822634.78761995
"9066","Phascolarctos cinereus",603090.647558746,5837945.39872032
"9067","Phascolarctos cinereus",444862.01253546,5740534.56523708
"9068","Phascolarctos cinereus",463462.44527351,5757434.94488311
"9069","Phascolarctos cinereus",355062.489725363,5839635.58362154
"9070","Phascolarctos cinereus",234090.293068996,5824737.40315887
"9071","Phascolarctos cinereus",426962.03390096,5988435.22806864
"9072","Phascolarctos cinereus",233480.713494413,5803052.59611874
"9073","Phascolarctos cinereus",254947.38511492,5862975.49384986
"9074","Phascolarctos cinereus",166918.091929318,5911590.84529332
"9075","Phascolarctos cinereus",15708.581729387,5793079.82592642
"9076","Phascolarctos cinereus",400662.036457036,5912735.73469537
"9077","Phascolarctos cinereus",384861.732556121,5799186.85037456
"9078","Phascolarctos cinereus",59618.8920099116,5846553.60017129
"9079","Phascolarctos cinereus",245262.046006351,5841334.84016879
"9080","Phascolarctos cinereus",207119.994168304,5734749.19456428
"9081","Phascolarctos cinereus",397062.077823108,5885435.1966144
"9082","Phascolarctos cinereus",258287.380898621,5858174.70223063
"9083","Phascolarctos cinereus",348799.326267208,5871314.89715958
"9084","Phascolarctos cinereus",349961.760672301,5827135.72330503
"9085","Phascolarctos cinereus",452545.819565783,5750406.30165422
"9086","Phascolarctos cinereus",270562.459532521,5929135.21203325
"9087","Phascolarctos cinereus",425262.220379294,5714034.82062342
"9088","Phascolarctos cinereus",234987.093938695,5728891.1107642
"9089","Phascolarctos cinereus",21521.2041440712,5760745.67558467
"9090","Phascolarctos cinereus",227393.100317033,5819470.21676079
"9092","Phascolarctos cinereus",19410.4494675102,5783768.33158484
"9093","Phascolarctos cinereus",392361.933692188,5926235.51008849
"9094","Phascolarctos cinereus",452976.907580169,5750162.48831357
"9095","Phascolarctos cinereus",367466.997201678,5914059.1832578
"9096","Phascolarctos cinereus",402094.836740238,5918657.22953395
"9097","Phascolarctos cinereus",239362.430925183,5895235.8757506
"9098","Phascolarctos cinereus",542764.942322282,5841638.19840835
"9099","Phascolarctos cinereus",289861.851980449,5856535.45295362
"9100","Phascolarctos cinereus",341761.812286095,5822135.27790368
"9102","Phascolarctos cinereus",255562.018321039,5797935.48418813
"9103","Phascolarctos cinereus",210954.175327225,5826059.04765896
"9104","Phascolarctos cinereus",236953.721394857,5750966.69267249
"9105","Phascolarctos cinereus",369562.253016826,5929534.81866426
"9106","Phascolarctos cinereus",213722.594709776,5883268.10243438
"9107","Phascolarctos cinereus",176163.913690498,5747223.58082392
"9108","Phascolarctos cinereus",139202.369557223,5733763.20946715
"9109","Phascolarctos cinereus",418127.484488901,5973460.34105944
"9110","Phascolarctos cinereus",255033.430470814,5862883.60673705
"9111","Phascolarctos cinereus",13101.8928727304,5757987.43417473
"9112","Phascolarctos cinereus",402812.1870936,5917584.7891205
"9113","Phascolarctos cinereus",360962.076700762,5931535.30153553
"9114","Phascolarctos cinereus",19667.5286351508,5780827.54943625
"9115","Phascolarctos cinereus",363762.318726223,5933334.80449611
"9116","Phascolarctos cinereus",-17055.0011953191,5776212.22147476
"9117","Phascolarctos cinereus",265561.647047416,5847634.86280202
"9118","Phascolarctos cinereus",428661.954804384,5966735.54945066
"9119","Phascolarctos cinereus",430511.014108354,5871021.6793736
"9120","Phascolarctos cinereus",200163.561201698,5704156.29562144
"9121","Phascolarctos cinereus",455161.941034703,5747634.97500874
"9122","Phascolarctos cinereus",483962.684967489,5819035.47265094
"9123","Phascolarctos cinereus",82654.9356940452,5914414.12730699
"9124","Phascolarctos cinereus",367700.253151551,5914359.10533273
"9125","Phascolarctos cinereus",34231.2812604075,5759608.94146228
"9126","Phascolarctos cinereus",427762.149967019,5983735.12093397
"9127","Phascolarctos cinereus",409862.243633046,5730235.30848826
"9128","Phascolarctos cinereus",65159.1002599613,5768598.61807354
"9129","Phascolarctos cinereus",-11881.7161772947,5773635.98219398
"9131","Phascolarctos cinereus",206226.650392215,5824754.27112379
"9132","Phascolarctos cinereus",204512.914864247,5890155.01759966
"9133","Phascolarctos cinereus",226852.328652949,5851732.11380424
"9134","Phascolarctos cinereus",396331.871917739,5921655.72561859
"9135","Phascolarctos cinereus",170384.051387853,5869489.99033007
"9136","Phascolarctos cinereus",93112.0101042689,5876023.10970792
"9137","Phascolarctos cinereus",248461.81530441,5741134.94494864
"9138","Phascolarctos cinereus",226565.957934432,5856223.50485675
"9139","Phascolarctos cinereus",437598.645420503,5684996.27923334
"9140","Phascolarctos cinereus",256361.701198722,5797435.0246014
"9141","Phascolarctos cinereus",493262.229649459,5752235.37784464
"9142","Phascolarctos cinereus",382861.849899709,5949234.84617387
"9143","Phascolarctos cinereus",35022.7169076044,5760835.65146145
"9144","Phascolarctos cinereus",9211.76847917942,5790032.85006495
"9145","Phascolarctos cinereus",343661.818240528,5889335.26904965
"9146","Phascolarctos cinereus",215811.845750695,5727837.60828224
"9147","Phascolarctos cinereus",339162.357664335,5821034.89567246
"9148","Phascolarctos cinereus",351262.202601982,5843734.93231424
"9149","Phascolarctos cinereus",225694.839193291,5834755.9112447
"9150","Phascolarctos cinereus",474062.550722314,5976835.45144541
"9151","Phascolarctos cinereus",493338.623201247,5769783.42363296
"9152","Phascolarctos cinereus",45457.2073125454,5916694.39525563
"9153","Phascolarctos cinereus",430662.295889304,5971235.72152599
"9154","Phascolarctos cinereus",32559.0922447013,5758501.78307741
"9155","Phascolarctos cinereus",361662.575048695,5924735.33645479
"9156","Phascolarctos cinereus",263662.450266352,5856435.03421204
"9158","Phascolarctos cinereus",405562.061008845,5947135.57320854
"9159","Phascolarctos cinereus",343162.136988938,5821835.68587796
"9160","Phascolarctos cinereus",489362.487856288,5729034.67783235
"9161","Phascolarctos cinereus",243962.190212846,5892135.35466697
"9162","Phascolarctos cinereus",381393.040849896,6023095.66238664
"9163","Phascolarctos cinereus",353661.835655213,5756134.74793843
"9164","Phascolarctos cinereus",474062.552113329,5975635.26792145
"9165","Phascolarctos cinereus",332161.644092705,5760835.48231357
"9166","Phascolarctos cinereus",386076.462164522,5806128.93543786
"9167","Phascolarctos cinereus",386187.668203938,5806164.88233362
"9168","Phascolarctos cinereus",104177.33659936,5870903.34719927
"9169","Phascolarctos cinereus",293561.787888307,5865835.76496991
"9170","Phascolarctos cinereus",476662.243097135,5976035.3218138
"9171","Phascolarctos cinereus",439362.6624402,5882735.30660666
"9172","Phascolarctos cinereus",451462.33378631,5728435.10610239
"9173","Phascolarctos cinereus",349361.966405319,5831735.55105392
"9174","Phascolarctos cinereus",162787.144456674,5921460.13788779
"9175","Phascolarctos cinereus",248161.750506673,5836435.74941223
"9176","Phascolarctos cinereus",449162.403858054,5739535.385368
"9177","Phascolarctos cinereus",452562.66397821,5744734.97873769
"9178","Phascolarctos cinereus",595227.647876949,5816456.55757365
"9179","Phascolarctos cinereus",479362.295364523,5744334.6630481
"9180","Phascolarctos cinereus",378562.164732545,5793034.97172847
"9181","Phascolarctos cinereus",495862.130501984,5993435.79827908
"9182","Phascolarctos cinereus",19636.7696876662,5782008.33175802
"9183","Phascolarctos cinereus",334861.823214409,5900934.95154884
"9184","Phascolarctos cinereus",353662.179621228,5959535.84753914
"9185","Phascolarctos cinereus",367562.015112491,5895235.59566953
"9186","Phascolarctos cinereus",259961.716640403,5843635.51852853
"9187","Phascolarctos cinereus",254162.338941862,5800335.17272319
"9188","Phascolarctos cinereus",240361.753267874,5809534.80897268
"9189","Phascolarctos cinereus",236609.553793718,5751645.46598358
"9190","Phascolarctos cinereus",490405.574462389,5765150.25388137
"9191","Phascolarctos cinereus",540826.388209087,5824973.43330036
"9192","Phascolarctos cinereus",240531.38331455,5868294.63261685
"9193","Phascolarctos cinereus",135520.461391745,5744059.27111655
"9194","Phascolarctos cinereus",409161.735761534,5731235.09909416
"9195","Phascolarctos cinereus",388261.853969031,5864635.7454277
"9196","Phascolarctos cinereus",272684.55890506,5851427.40244066
"9197","Phascolarctos cinereus",365161.973301902,5904235.25170389
"9198","Phascolarctos cinereus",396342.339935144,5811571.80629026
"9199","Phascolarctos cinereus",330662.347787524,5745735.14520034
"9200","Phascolarctos cinereus",157380.468797643,5731940.89170222
"9202","Phascolarctos cinereus",14380.8074506994,5777779.86144765
"9203","Phascolarctos cinereus",227300.550480568,5838432.08626711
"9204","Phascolarctos cinereus",216384.556303911,5728275.81996705
"9205","Phascolarctos cinereus",453462.208395756,5753834.88835195
"9206","Phascolarctos cinereus",-11823.4903865798,5774603.27520642
"9207","Phascolarctos cinereus",369561.792068321,5903935.73408265
"9208","Phascolarctos cinereus",342561.955857878,5839535.34596164
"9209","Phascolarctos cinereus",443965.850896703,5786048.12657187
"9210","Phascolarctos cinereus",450161.834186161,5686235.36961349
"9211","Phascolarctos cinereus",410940.817913505,5944966.40215913
"9212","Phascolarctos cinereus",166577.350337666,5874162.28173204
"9213","Phascolarctos cinereus",491162.156058273,5736634.48672665
"9214","Phascolarctos cinereus",335762.299383378,5820734.74633827
"9215","Phascolarctos cinereus",615530.02942408,5873742.39736754
"9216","Phascolarctos cinereus",333949.759478607,5747901.96346192
"9217","Phascolarctos cinereus",358162.245258296,6032235.4209335
"9218","Phascolarctos cinereus",401498.313601041,5916670.9660546
"9219","Phascolarctos cinereus",340462.207751132,5922035.45877079
"9220","Phascolarctos cinereus",16743.1357913071,5791868.07425709
"9221","Phascolarctos cinereus",233990.772283203,5730329.29774604
"9222","Phascolarctos cinereus",361861.830717692,5921635.82666303
"9223","Phascolarctos cinereus",401585.888378952,5916342.45285947
"9224","Phascolarctos cinereus",281362.478902895,5831334.75296049
"9225","Phascolarctos cinereus",481862.487232868,5744634.73925278
"9226","Phascolarctos cinereus",468162.026439577,5999235.2354994
"9227","Phascolarctos cinereus",282252.370043252,5855428.59515879
"9228","Phascolarctos cinereus",60876.389579504,5811609.33393243
"9229","Phascolarctos cinereus",365162.275577303,5935235.66279725
"9230","Phascolarctos cinereus",411762.510229219,5810035.19950699
"9231","Phascolarctos cinereus",467448.082599301,5999874.82903245
"9232","Phascolarctos cinereus",15868.3211990523,5791559.97569814
"9233","Phascolarctos cinereus",19417.0091648666,5759890.96180007
"9234","Phascolarctos cinereus",337162.622911779,5900735.36414657
"9235","Phascolarctos cinereus",14398.9780260702,5775199.2308949
"9236","Phascolarctos cinereus",349661.940065318,5827034.81564342
"9237","Phascolarctos cinereus",258261.953718674,5806535.37614319
"9238","Phascolarctos cinereus",283661.669582653,5854735.73005938
"9239","Phascolarctos cinereus",244362.26776815,5866935.08584777
"9240","Phascolarctos cinereus",223528.658092045,5850416.94691817
"9241","Phascolarctos cinereus",172857.302756893,5889001.09770832
"9242","Phascolarctos cinereus",406531.044633573,5911388.84366801
"9243","Phascolarctos cinereus",455962.095136834,5997235.58470105
"9244","Phascolarctos cinereus",473115.690513954,5977787.61166663
"9245","Phascolarctos cinereus",446864.826442336,5789829.06488866
"9246","Phascolarctos cinereus",28869.9217777772,5780113.14458133
"9247","Phascolarctos cinereus",456462.572792444,5741534.61566508
"9248","Phascolarctos cinereus",17052.7693550196,5783869.87209934
"9249","Phascolarctos cinereus",407413.364735085,5914928.9455731
"9250","Phascolarctos cinereus",166332.957814389,5868530.29909978
"9251","Phascolarctos cinereus",366649.091929266,5906851.07975861
"9252","Phascolarctos cinereus",254468.102519297,5855937.31364368
"9253","Phascolarctos cinereus",56312.1351693106,5951823.65913977
"9254","Phascolarctos cinereus",465662.413198185,5734734.93256739
"9255","Phascolarctos cinereus",16620.0161298238,5787184.86843453
"9256","Phascolarctos cinereus",420162.308693528,5989835.39839801
"9257","Phascolarctos cinereus",357162.448859817,5892235.02783103
"9258","Phascolarctos cinereus",407962.210007147,5701535.32701822
"9259","Phascolarctos cinereus",251561.775232791,5804135.81295168
"9260","Phascolarctos cinereus",239861.64822666,5783235.03542869
"9261","Phascolarctos cinereus",264562.371526861,5854935.61488219
"9262","Phascolarctos cinereus",272661.594019344,5790734.80807328
"9263","Phascolarctos cinereus",370162.387730009,5894735.54750053
"9264","Phascolarctos cinereus",280662.024878139,5853735.66445754
"9265","Phascolarctos cinereus",464862.317156244,5761735.33755483
"9266","Phascolarctos cinereus",499662.332890673,5743735.32434822
"9267","Phascolarctos cinereus",393762.260693938,5937335.01469457
"9268","Phascolarctos cinereus",-20542.6778933996,5776874.55330134
"9269","Phascolarctos cinereus",336361.918155416,5899435.74721877
"9270","Phascolarctos cinereus",261261.716582531,5834035.62901809
"9271","Phascolarctos cinereus",18766.6655251599,5759863.47696445
"9272","Phascolarctos cinereus",254362.223618848,5883434.84216927
"9273","Phascolarctos cinereus",399661.91137626,5899335.09324417
"9274","Phascolarctos cinereus",503861.920945378,5819734.72783715
"9275","Phascolarctos cinereus",170396.345914236,5869290.3631353
"9276","Phascolarctos cinereus",273661.889402215,5809735.47909432
"9277","Phascolarctos cinereus",407661.865938111,5945734.98946511
"9278","Phascolarctos cinereus",259362.199953373,5843534.87118854
"9279","Phascolarctos cinereus",379266.172274948,5759031.1591307
"9280","Phascolarctos cinereus",14487.7807032387,5773549.1501945
"9281","Phascolarctos cinereus",268562.45250787,5838435.43585458
"9282","Phascolarctos cinereus",287162.05775741,5865935.22258455
"9283","Phascolarctos cinereus",453562.409349391,5726134.99365392
"9284","Phascolarctos cinereus",391661.761090351,5745735.50383276
"9285","Phascolarctos cinereus",100922.962590946,5876317.60121302
"9286","Phascolarctos cinereus",256536.346764219,5864743.47228566
"9287","Phascolarctos cinereus",50122.5478494656,5768126.55657203
"9288","Phascolarctos cinereus",16807.9751894196,5794121.22728152
"9289","Phascolarctos cinereus",268561.968671701,5796935.03416543
"9290","Phascolarctos cinereus",391448.527801787,5862344.11969374
"9291","Phascolarctos cinereus",326561.993567833,5918534.98886863
"9292","Phascolarctos cinereus",201429.670002638,5700255.32834556
"9293","Phascolarctos cinereus",267661.911282576,5886935.31415882
"9294","Phascolarctos cinereus",358662.050084218,5812535.12488438
"9295","Phascolarctos cinereus",389158.101244638,5933301.15736465
"9296","Phascolarctos cinereus",447962.467971076,5752335.4290157
"9297","Phascolarctos cinereus",352661.943179713,5767735.49981091
"9298","Phascolarctos cinereus",317161.675934881,5750235.21863518
"9299","Phascolarctos cinereus",249861.83207309,5855135.08585213
"9300","Phascolarctos cinereus",61129.8800988232,5751765.66914392
"9301","Phascolarctos cinereus",202953.781314361,5702232.37384985
"9302","Phascolarctos cinereus",404862.669308645,5901735.2134003
"9303","Phascolarctos cinereus",322661.784958772,5753735.6390925
"9304","Phascolarctos cinereus",492687.733694435,5758728.18640361
"9305","Phascolarctos cinereus",361227.100682128,5768765.83110001
"9306","Phascolarctos cinereus",26356.0139663598,5782964.19491171
"9307","Phascolarctos cinereus",278143.139194037,5859752.16760422
"9308","Phascolarctos cinereus",7718.54527672194,5761959.71714327
"9309","Phascolarctos cinereus",208710.433881253,5703111.54389251
"9310","Phascolarctos cinereus",267552.810045841,5850519.43004168
"9311","Phascolarctos cinereus",244161.7859469,5838834.89702615
"9312","Phascolarctos cinereus",94566.7528086332,5748719.36699236
"9313","Phascolarctos cinereus",260261.684036151,5861635.77685752
"9314","Phascolarctos cinereus",15632.9639379682,5792014.19811556
"9315","Phascolarctos cinereus",385662.200273539,5898035.5462245
"9317","Phascolarctos cinereus",472162.595072012,5989035.39379702
"9318","Phascolarctos cinereus",350362.214264247,5827135.2179455
"9319","Phascolarctos cinereus",233678.449168965,5730508.93388222
"9320","Phascolarctos cinereus",345223.296681343,5821779.17184522
"9321","Phascolarctos cinereus",260773.644209614,5845085.04377035
"9322","Phascolarctos cinereus",261061.754715231,5843834.94428868
"9323","Phascolarctos cinereus",341049.129317257,5740550.52243182
"9324","Phascolarctos cinereus",19392.138620812,5760547.14187621
"9325","Phascolarctos cinereus",185708.153798442,5749735.15328431
"9326","Phascolarctos cinereus",43195.563122824,5757229.59427334
"9327","Phascolarctos cinereus",20280.7897505219,5760058.11485793
"9328","Phascolarctos cinereus",348362.392327139,5826235.19465272
"9329","Phascolarctos cinereus",553662.412209422,5790735.47861448
"9330","Phascolarctos cinereus",453562.38513486,5753734.48877762
"9331","Phascolarctos cinereus",267227.935984393,5851532.09850169
"9332","Phascolarctos cinereus",532945.900143345,5771561.12293522
"9333","Phascolarctos cinereus",429962.485557567,5722034.53233456
"9334","Phascolarctos cinereus",342162.181740818,5822634.68661084
"9335","Phascolarctos cinereus",292761.769341778,5801735.73092517
"9336","Phascolarctos cinereus",471661.902434208,5979735.22135667
"9337","Phascolarctos cinereus",351962.044235669,5913735.49206922
"9338","Phascolarctos cinereus",322962.212723442,5880535.1346305
"9339","Phascolarctos cinereus",253361.734237852,5852635.79105017
"9340","Phascolarctos cinereus",-14614.2908851437,5776158.29393057
"9341","Phascolarctos cinereus",7540.86993409402,5753528.94047592
"9342","Phascolarctos cinereus",292661.86397042,5865835.71650903
"9343","Phascolarctos cinereus",385762.229843088,5898135.65521463
"9344","Phascolarctos cinereus",396962.386549064,5886035.37600115
"9345","Phascolarctos cinereus",619862.572236115,5849535.29068408
"9346","Phascolarctos cinereus",19252.2028202263,5761051.58486896
"9347","Phascolarctos cinereus",194820.280801505,5736090.45382122
"9348","Phascolarctos cinereus",340361.716568373,5773935.64437709
"9349","Phascolarctos cinereus",548362.655397416,5819734.59215121
"9350","Phascolarctos cinereus",6688.70857880142,5754277.50196679
"9351","Phascolarctos cinereus",340361.800514288,5817135.35472305
"9352","Phascolarctos cinereus",441162.189179769,5738234.55256395
"9353","Phascolarctos cinereus",452161.829557512,5742434.5026386
"9354","Phascolarctos cinereus",361562.572537195,5894334.80069127
"9355","Phascolarctos cinereus",334662.579742571,5916834.93133985
"9356","Phascolarctos cinereus",29001.1932532816,5788582.37518887
"9357","Phascolarctos cinereus",383062.35693551,5923335.79469314
"9358","Phascolarctos cinereus",19791.9335034293,5781860.312774
"9359","Phascolarctos cinereus",396662.636248537,5921735.19304724
"9361","Phascolarctos cinereus",360223.65628035,5843519.90354378
"9362","Phascolarctos cinereus",40833.4261365352,5756472.96771926
"9363","Phascolarctos cinereus",257262.181744656,5871035.36376094
"9364","Phascolarctos cinereus",346462.1865036,5829535.55635897
"9365","Phascolarctos cinereus",29992.2089678223,5778588.83042368
"9366","Phascolarctos cinereus",427962.074175798,5984535.48189176
"9368","Phascolarctos cinereus",252962.23721596,5896035.42869351
"9369","Phascolarctos cinereus",247662.562155222,5929735.48289739
"9371","Phascolarctos cinereus",357962.183580339,5810035.70678826
"9372","Phascolarctos cinereus",271062.12218551,5848035.73602599
"9373","Phascolarctos cinereus",528804.112437799,5769479.78331061
"9374","Phascolarctos cinereus",390162.517069247,5952234.8280127
"9375","Phascolarctos cinereus",334861.762342102,5769734.70449996
"9376","Phascolarctos cinereus",447074.106546083,5750205.76380694
"9377","Phascolarctos cinereus",234789.391667879,5730381.34178155
"9378","Phascolarctos cinereus",342162.527007251,5821234.96453595
"9379","Phascolarctos cinereus",169523.421219103,5753395.73134859
"9380","Phascolarctos cinereus",461516.154042651,5994090.59686562
"9381","Phascolarctos cinereus",420162.368241905,5989534.77229883
"9382","Phascolarctos cinereus",15826.6139209607,5791981.07553075
"9384","Phascolarctos cinereus",235820.633163369,5802501.7033678
"9385","Phascolarctos cinereus",456062.033188735,5713034.79229116
"9386","Phascolarctos cinereus",443062.457017939,5738334.81627812
"9387","Phascolarctos cinereus",327661.948837243,5765235.02469703
"9388","Phascolarctos cinereus",349862.154820467,5827035.12752224
"9389","Phascolarctos cinereus",217246.16555242,5725826.7408333
"9390","Phascolarctos cinereus",343962.163193098,5817435.25673776
"9391","Phascolarctos cinereus",459562.063698599,5751934.80866416
"9392","Phascolarctos cinereus",386105.012940368,5806543.28094731
"9393","Phascolarctos cinereus",101756.470634035,5880585.69757906
"9394","Phascolarctos cinereus",425241.997063626,5768709.04876298
"9395","Phascolarctos cinereus",444962.557564845,5746234.54398526
"9396","Phascolarctos cinereus",336136.569475446,5749958.43514578
"9397","Phascolarctos cinereus",16285.6147782708,5791807.59319758
"9398","Phascolarctos cinereus",264861.942675113,5850035.15500906
"9399","Phascolarctos cinereus",214573.282316932,5814964.62500478
"9400","Phascolarctos cinereus",462762.500065189,5992134.917569
"9401","Phascolarctos cinereus",255162.133077019,5809834.77282107
"9402","Phascolarctos cinereus",488453.888179285,5771838.39761527
"9403","Phascolarctos cinereus",10993.7763438993,5793483.89842449
"9405","Phascolarctos cinereus",196426.113935557,5732986.44157334
"9406","Phascolarctos cinereus",226396.100208379,5838474.51810568
"9407","Phascolarctos cinereus",347962.148761399,5826034.70068523
"9409","Phascolarctos cinereus",496267.475455658,5741561.85022052
"9410","Phascolarctos cinereus",29501.6905123315,5739157.51637289
"9411","Phascolarctos cinereus",253161.606580394,5808735.18478515
"9412","Phascolarctos cinereus",15597.703720557,5791789.17859705
"9413","Phascolarctos cinereus",-21004.5103798221,5774602.83340251
"9414","Phascolarctos cinereus",254162.384936485,5844635.52119431
"9415","Phascolarctos cinereus",355662.444876436,5962234.99717356
"9416","Phascolarctos cinereus",429962.639461438,5911535.72914897
"9417","Phascolarctos cinereus",391462.020204088,5948334.76845166
"9418","Phascolarctos cinereus",442362.662809709,5752035.45405857
"9419","Phascolarctos cinereus",401188.775611381,5915315.97757858
"9420","Phascolarctos cinereus",364762.374699874,5927035.50483961
"9421","Phascolarctos cinereus",62042.8510515183,5751623.6750789
"9422","Phascolarctos cinereus",426762.203169523,5986234.90422911
"9423","Phascolarctos cinereus",419462.063873139,5806534.61533969
"9424","Phascolarctos cinereus",325561.752945848,5759456.73845378
"9425","Phascolarctos cinereus",-21095.9345341412,5775975.7593869
"9426","Phascolarctos cinereus",331862.04263902,5851835.51651982
"9427","Phascolarctos cinereus",202771.054800399,5706116.31095266
"9428","Phascolarctos cinereus",199957.9750735,5695054.83926108
"9429","Phascolarctos cinereus",163209.696847262,5929108.68338255
"9430","Phascolarctos cinereus",243762.059314976,5838434.86565903
"9431","Phascolarctos cinereus",20357.6787404557,5781091.10917659
"9432","Phascolarctos cinereus",402287.471933034,5927671.94956342
"9433","Phascolarctos cinereus",229339.15465734,5839464.34862284
"9434","Phascolarctos cinereus",21289.3058692599,5784320.15657745
"9435","Phascolarctos cinereus",269062.481079,5914435.92304736
"9436","Phascolarctos cinereus",476020.660108805,5975101.82129508
"9437","Phascolarctos cinereus",223828.175022318,5828488.33959424
"9438","Phascolarctos cinereus",404811.01112209,5914509.64950289
"9439","Phascolarctos cinereus",266361.826061099,5850435.00341926
"9440","Phascolarctos cinereus",374281.470023784,5902863.03959384
"9441","Phascolarctos cinereus",227080.323281021,5714943.06897571
"9442","Phascolarctos cinereus",493049.302650862,5770315.77098105
"9443","Phascolarctos cinereus",362462.641968064,5889735.13470564
"9444","Phascolarctos cinereus",424162.308730537,5701935.40446559
"9445","Phascolarctos cinereus",357962.104264293,5809734.91339359
"9446","Phascolarctos cinereus",-22934.1340202767,5777347.15262272
"9447","Phascolarctos cinereus",486562.447739003,5746734.46778783
"9448","Phascolarctos cinereus",348861.926695283,5740235.08248611
"9449","Phascolarctos cinereus",344862.551220705,5845434.84281638
"9450","Phascolarctos cinereus",19036.0408630609,5759935.21873011
"9451","Phascolarctos cinereus",397662.287619925,5921735.05721825
"9452","Phascolarctos cinereus",338862.512124392,5822034.73507112
"9453","Phascolarctos cinereus",396862.043931673,5886035.25693849
"9454","Phascolarctos cinereus",611962.704607371,5879535.44166698
"9455","Phascolarctos cinereus",292961.739945298,5865935.29968467
"9456","Phascolarctos cinereus",355261.902560335,5938834.75730785
"9457","Phascolarctos cinereus",438562.162196772,5683735.34818741
"9458","Phascolarctos cinereus",98524.6311545967,5890419.62153505
"9459","Phascolarctos cinereus",15723.7213199159,5791451.09652198
"9460","Phascolarctos cinereus",20247.8335311291,5762471.61029465
"9461","Phascolarctos cinereus",443662.190269763,5678435.36613428
"9462","Phascolarctos cinereus",405579.285320232,5913443.10849912
"9463","Phascolarctos cinereus",228631.623606895,5834787.08244056
"9465","Phascolarctos cinereus",283161.873872691,5857235.64500546
"9466","Phascolarctos cinereus",501161.913774759,5741734.62298104
"9467","Phascolarctos cinereus",342261.920994838,5819035.70226193
"9468","Phascolarctos cinereus",211812.688019156,5836138.14939305
"9469","Phascolarctos cinereus",342562.130268169,5822234.95632423
"9470","Phascolarctos cinereus",361162.060761597,5887235.69171018
"9471","Phascolarctos cinereus",392462.180211011,5751435.35744722
